serial_number,year,month,day,facility_id,facility_name,facility_zip,score,grade,service_description,category,size,riskLevel,owner_id,owner_name
DALKFVBAJ,2016,9,28,FA0023958,MARSHALLS #693,90064,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0023497,MARSHALLS OF MA INC
DALKLC04R,2017,10,19,FA0222994,DHC TRADING,90012,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0227757,DUC HAP INC
DALKN60ZV,2016,10,5,FA0026802,BABY NUTRITIONAL CENTER,90043,92,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0014803,HAPPY KIDS NUTRITION INC.
DALKQHPX1,2016,4,28,FA0025753,GNC #1158,90014,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0011905,FITNESS HEALTH QUEST INC.
DALKV0MRC,2017,4,17,FA0013833,FLYING SEAFOOD,90022,90,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0012065,"FLYING SEAFOOD, INC."
DALKVFVNP,2017,2,22,FA0002274,7-ELEVEN #19667,90038,96,A,OWNER INITIATED ROUTINE INSPECT.,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0006840,CHAAR INC.
DALL00NAP,2018,2,1,FA0167282,AFC SUSHI @ RALPH'S #44,90025-1201,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP
DALL0VSZQ,2017,12,18,FA0245495,7-ELEVEN STORE 37150A,90059,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",MODERATE RISK,OW0240540,"G & G EMPIRE, INC"
DALLAUNFB,2016,6,21,FA0224516,LOS PAISAS #1 MINI MARKET,90001,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0228981,ESTHER YAMILETH CHAIDEZ
DALLCADFL,2016,2,22,FA0071086,STOP AND SHOP MARKET,90038,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0020628,"LALAYAN, LUSABER"
DALLE9BL0,2017,11,27,FA0039591,VERMONT CAFE/MUSIC STUDIO,90004,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0007770,"CHOI, JASON"
DALLICYK7,2018,1,17,FA0018217,DEL TACO,90034,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0016744,HYE-CAL ENTERPRISES INC
DALLJQVZL,2018,3,22,FA0143235,MARIA'S TORTILLAS,90045-4416,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0106365,VEGA MARIA ELENA
DALLLOEDP,2018,1,30,FA0174881,WHOLE FOODS MARKET,90066-7032,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0038850,"WHOLE FOODS MARKET, INC."
DALLMIUQI,2017,7,6,FA0055171,WHOLE FOODS MARKET,90049,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0038850,"WHOLE FOODS MARKET, INC."
DALLMVHS0,2016,2,9,FA0041946,ZENCU SUSHI & GRILL,90012,91,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0018554,"KATYAYA, INC"
DALLN7P2S,2018,1,4,FA0063537,HOLLYWOOD CHEVRON,90028,82,B,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0015832,HOLLYWOOD OIL CORP
DALLNUDD3,2017,9,19,FA0038008,TOKYO FAST FOOD,90025,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0039484,YANAI NAOTSUGU
DALLODDY8,2017,1,31,FA0007749,B&A MARKET,90006,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0027680,PARK SANG CHUL/PARK & SEO CO
DALLRKTSG,2017,3,15,FA0035755,LAX-C,90012,92,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",HIGH RISK,OW0020926,LAX-C INC
DALLT3FGG,2018,2,28,FA0245206,ALANA'S COFFEE ROASTING,90066,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,LOW RISK,OW0240298,ALANA'S COFFEE ROASTING LLC
DALLVGV4N,2016,12,8,FA0053996,VERSAILLES,90034,93,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0012767,"GARCIA, WILLIAM"
DALLVLVGS,2016,5,27,FA0069205,RALPHS MARKET #39,90036,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0029458,RALPHS GROCERY COMPANY
DALLW3GDZ,2016,6,20,FA0025455,GLATT MART,90035,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0005873,CALIFORNIA  GLATT MART INC.
DALLYNSWV,2016,4,20,FA0067082,MOBIL SNACK SHOP,90025,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0007116,"CHARLES,RICHA KHALIL"
DALM0N46N,2016,7,18,FA0165677,TRIMANA,90007,99,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,LOW RISK,OW0128917,WORLD ELYAD CORP
DALMBI7NS,2017,8,23,FA0250132,CHICK-FIL-A,90067,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0244299,ROBERT FORKER PETERSON
DALME0AGW,2016,3,10,FA0203748,WON WON MINI MARKET,90012,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0208880,SJC INC
DALMFAGS1,2016,3,30,FA0171631,DA VINCI BAKERY,90063-1846,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",MODERATE RISK,OW0178699,LUIS ANGEL DIAZ
DALMGWTCE,2016,12,9,FA0158944,ALONDRA MINI MARKET,90018,92,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0123993,SOCORRO T SANCHEZ
DALMHAADG,2016,8,16,FA0144277,CAFE BRENTWOOD,90049-3317,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0107115,ONE DOOR DOWN INC.
DALMITFS4,2016,12,12,FA0069864,R-RANCH MARKET,90016,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0014531,HAFSA CORPORATION
DALMIYNTP,2016,7,26,FA0225874,CO CO FRUIT,90006,92,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0208219,MYEONG JA JANG
DALMJ3GA3,2016,8,3,FA0167118,BLAZE PIZZA,90007,94,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0130192,GATEWAY USC LLC
DALMMJAMM,2016,9,27,FA0018076,DAN'S LIQUOR,90042,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0009430,"DAN'S LIQUOR, INC."
DALMMTO7P,2016,4,21,FA0138746,CHIPOTLE MEXICAN GRILL,90019,94,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0007608,"CHIPOTLE MEXICAN GRILL, INC."
DALMOBIVT,2016,7,28,FA0032105,KEY DRUG CO,90005,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0018814,KEY REXALL DRUG CO
DALMQV4ED,2016,12,14,FA0061967,FARM FRESH DAIRY,90003,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0003670,BAE HONG CHAN
DALMTMVTR,2017,11,28,FA0224447,OUMI SUSHI @ SPROUTS,90041,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0022586,"LWIN FAMILY CO, LLC"
DALMV2MNO,2017,3,1,FA0003875,ANGRY CHEF,90071,96,A,OWNER INITIATED ROUTINE INSPECT.,RESTAURANT,61-150 SEATS,HIGH RISK,OW0002748,"ANGRY CHEF, INC."
DALMXZKEE,2018,3,23,FA0160823,CNN NEWS #1248,90045,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0125761,"HG MAGIC CONCOURSE TBIT, JV"
DALMY19A6,2017,11,13,FA0008378,CHARLEY'S GRILLED SUBS,90008,92,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0019028,KIM AMY
DALMYTHWI,2016,12,8,FA0058030,BARNEYS HAMBURGERS,90049,95,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0003986,BARNEYS SAN VICENTE INC
DALMZULAQ,2016,6,24,FA0003266,ALBERTSON'S #4131,90008,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0002029,"ALBERTSONS, LLC"
DALMZWSL5,2016,3,2,FA0065086,LA CHIQUITA PRODUCE,90006,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0028108,"PEDRAZA, ANTONIO"
DALN90J3S,2017,5,10,FA0019507,DOMINO'S PIZZA #7806,90064,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0033282,SO CAL DOMINOIDS INC.
DALNB2EMR,2018,2,22,FA0020466,L.A. DISCOUNT,90029,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0099294,"HOQUE, MOHAMMED MOZAMMEL"
DALNC0MNU,2017,8,30,FA0250228,EVERYTABLE,90067,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0227127,"HARVEST FRESH FOODS, PBC"
DALNCL0JG,2017,6,29,FA0041849,MR WONDERFUL GIFT & SNACK SH,90048,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0025226,MR WONDERFUL INC
DALNEXFQO,2016,10,20,FA0063798,I LOVE L A,90045,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0033639,SOTO & SANCHEZ INVESTMENTS
DALNGIHBM,2016,9,8,FA0048201,SOM SEE NEH,90019,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0017199,"J & Y DASUNG, INC."
DALNGV6OH,2017,7,7,FA0037468,MARICELAS DISCOUNT,90023,91,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0015363,"HERNANDEZ, MARICELA REYES"
DALNHJWQ8,2016,3,8,FA0038088,MATEO'S ICE CREAM&FRUIT BARS,90019,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0023760,MATEO'S ICE CREAM&FRUIT BARS
DALNJRJI6,2016,7,26,FA0061012,DOMINO'S PIZZA #7802,90024,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0033316,SOCAL DOMINOS INC
DALNJWL2X,2016,10,5,FA0062632,GENESIS SHOES,90004,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0012609,"GAITAN, MONICA"
DALNO6PBA,2016,7,5,FA0159861,YOGURTLAND,91006,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0124859,FIRST RJ ENTERPRISE LLC
DALNPSDRO,2017,2,6,FA0224460,WAFFLEJACK,90028-6143,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0228931,"J & J HOSPITALITY,  LLC"
DALNR8QHE,2016,6,29,FA0016783,HIDE SUSHI,90025,97,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0015490,HIDE SUSHI COMPANY LTD
DALNR9R8J,2017,5,1,FA0047685,SANGAK CAFE,90035,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0031660,SANGAK CAFE LLC
DALNSNWDP,2017,4,27,FA0069540,RICKS FISH MARKET,90016,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0021386,"LEE, SUN OK"
DALNVCBZ6,2016,2,10,FA0031652,KAGURA DOWNTOWN,90012,93,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0035821,THEISHOKUYA OF TOKYO INC
DALNVWMDG,2016,11,23,FA0068422,PASTINA,90064,97,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0012288,FRANCY INC.
DALNWYOB9,2016,12,12,FA0069864,R-RANCH MARKET,90016,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0014531,HAFSA CORPORATION
DALNX5BVH,2017,11,3,FA0004619,BABY NUTRITIONAL CENTER,90006,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0014804,HAPPY KIDS NUTRITION INC
DALO64WXQ,2016,7,29,FA0036406,LUNCH STOP @ HOA,90012,91,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0022542,LUNCHSTOP INC
DALOAVRPR,2016,5,11,FA0023456,FOOD 4 LESS #375,90006,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0012108,"FOOD 4 LESS, INC."
DALOC1IXJ,2018,3,21,FA0027606,PANADERIA HISPANO AMERICANA,90011,94,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0024933,"MONTIEL, FRANCISCO R"
DALOCEPTS,2018,2,1,FA0017745,CVS/PHARMACY #8886,90045,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0012926,"GARFIELD BEACH CVS, LLC."
DALOHP1TO,2017,7,7,FA0021690,LAZY DAISY CAFE,90025,96,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0020943,LAZY DAISY CAFE INC
DALOI081G,2017,4,20,FA0245329,CALIFORNIA WOK OF WILSHIRE,90025,79,C,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0240389,GREENRY INC
DALOIL5DH,2016,6,10,FA0012108,CALIFORNIA PIZZA KITCHEN #,90017,95,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0005856,CALIFORNIA PIZZA KITCHEN INC
DALOKR00J,2017,11,30,FA0164907,EL REY DE COPAS,90011,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0128212,MIGUEL ANGEL DE LA CRUZ
DALOMDUGN,2017,11,9,FA0138499,LA MEXICANA MEAT MARKET,90032,93,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0101848,"GOLDEN IVY, INC."
DALOMIUVC,2016,6,28,FA0057112,AFRICAN TOBACCO,90043,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0024734,MOHAMMAD M. MOHAMMAD
DALORVBUB,2017,12,12,FA0203410,7-ELEVEN STORE #39744A,90038,90,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0208606,"R & S SHARMA, INC."
DALOVITGM,2016,8,19,FA0049086,GAMEZ SPORTS BAR/ONYX LOUNGE,90013,90,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0027100,D&M RESTAURANT GROUP INC.
DALOWMVPG,2016,7,19,FA0039717,VIEN CAFE,90035,90,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0037682,"VIEN CAFE, LLC"
DALOXNMHU,2016,8,2,FA0022199,EVERGREEN MINI MARKET,90010,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0035353,TGBF CORPORATION
DALOZ8FNW,2016,9,20,FA0166583,SAMHAM ASSOCIATES,90022,100,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0129702,KAZI ASSOCIATES INC
DALP24QFB,2016,7,6,FA0159471,NUTRITION FOOD,90001,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0124486,RAUL DEJESUS CASTRO
DALPAUOEI,2017,4,25,FA0162828,LITTLE JEWEL OF NEW ORLEANS,90012,93,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0126527,LITTLE JEWEL OF NEW OLENANS
DALPCQ4LY,2017,2,2,FA0243029,LAS PALMITAS MINI MARKET,90015,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0238537,MARIA LETICIA MENJIVAR
DALPCQLLE,2016,10,26,FA0223921,HOOPER MARKET,90011-1713,92,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0228503,EUI H CHUNG
DALPEKWI4,2016,4,5,FA0009064,BEST BUY MEATS,90043,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0011156,ENTERPRENEUR WORLD ENTERPRIS
DALPFJ3DU,2016,8,24,FA0177113,ROSEMARY'S GRILL,90025,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0183084,"ROSEMARY GRILL, LLC"
DALPFQQ1I,2016,9,21,FA0045842,RALPHS MARKET #210,90064,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0029458,RALPHS GROCERY COMPANY
DALPHNB9S,2018,1,25,FA0049590,SUN'S DISCOUNT STORE,90033,100,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0034272,SUN LIJUAN
DALPHV9LE,2016,2,24,FA0023578,FOODLAND RESTAURANT,90017,96,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0022603,"LY, BILLY"
DALPIZYQN,2016,9,6,FA0052203,THE PASTRY PLACE,90012,92,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0024515,MIN SUNG YI
DALPJRQKN,2018,2,9,FA0003672,FORTY CARROTS AT BLOOMINGDALES,90067,90,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0004844,"BLOOMINGDALE'S, INC."
DALPLJEZQ,2017,7,7,FA0058789,BURGER KING #919,90034,97,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,MODERATE RISK,OW0014580,HAKIMIANPOUR S M GROUP LLC
DALPN1ANS,2018,3,1,FA0164910,STAMP PROPER FOODS,90027,95,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0128215,LF 4500 LOS FELIZ BLVD LLC
DALPNAKMP,2017,7,17,FA0069864,R-RANCH MARKET,90016,87,B,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0014531,HAFSA CORPORATION
DALPNZIF3,2016,2,19,FA0017099,CRYSTAL BAKERY,90037,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0006943,"CHAN, KIM"
DALPRBQXE,2016,11,29,FA0010217,CRENSHAW LIVE SUPPER CLUB,90008,94,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0014896,HARRIS LIONEL
DALPSJLN0,2018,3,6,FA0250371,HOLBOX,90007,99,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0244499,HOLBOX RESTAURANT GROUP INC.
DALPTNX2Z,2017,9,14,FA0027834,HAROLD & BELLE'S CREOLE RESTAURANT,90018,94,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0099496,"LEGAUX HOLDING, LLC"
DALPU9KNN,2017,9,29,FA0025757,GNC #8455,90035,100,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0013042,GENERAL NUTRITION CORP
DALPWQLPX,2018,2,14,FA0245977,UNITED HOUSE OF PRAYER,90011,97,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0240936,"UNITED HOUSE OF PRAYER, INC"
DALPXDVTK,2016,8,25,FA0203028,METRO MEAT MARKET,90032-4114,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0208290,"METRO MEAT MARKET, LLC"
DALPXQX8J,2016,10,18,FA0011129,DIDDY RIESE,90024,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0028315,"PERRY, MARK"
DALQ0RSE3,2016,2,9,FA0167334,AFC SUSHI @ RALPH'S # 156,90064,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP
DALQ6SZJY,2016,12,2,FA0203748,WON WON MINI MARKET,90012,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0208880,SJC INC
DALQ7TH9Y,2016,5,11,FA0055629,Y & Y MARKET,90037,86,B,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0005561,BYUN HAE YANG
DALQ8A50Y,2017,5,10,FA0009907,CORAL TREE CAFE,90045,97,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0002224,"ALLIANCE FOOD, LLC"
DALQ8MCCB,2017,7,5,FA0030120,INDIA'S TANDOORI,90025,94,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0017723,JITENDER SINGH ROPERIA
DALQA5RLG,2016,4,26,FA0013935,CENTRO MERCADO LATINO,90062,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",HIGH RISK,OW0031122,S.S. MULTANI INC.
DALQAC4XL,2017,2,8,FA0015423,TOSCANA,90049,95,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0019021,KILLER PIZZA ENTERPRISES INC
DALQCIIAE,2016,8,11,FA0176664,MIA'S MINI MARKET,90062,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0182692,OSCAR ROMERO
DALQEIZN2,2016,5,31,FA0025192,GELSON'S MARKET,90028,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0013032,GELSON'S MARKET
DALQFLSVK,2016,7,14,FA0039615,VICENTE FOODS-DELI,90049,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0024456,MIKE ADAMS & LAZAR BERNAHARD
DALQHHU1V,2017,6,8,FA0001579,CRIMINAL COURTS BUILDING,90012,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",MODERATE RISK,OW0004223,BEDIKIAM ZOHRAB
DALQIISBT,2018,2,7,FA0026986,OK MARKET,90033,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0037461,"VELASCO, CAMILO"
DALQIPSTN,2017,7,12,FA0025188,GELSON'S MARKET #394,90067,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0013032,GELSON'S MARKET
DALQPJR3C,2017,4,7,FA0027501,PALMERI S P A RISTORANTE,90049,97,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0005800,CALIF RESTAURANT INVESTMENT
DALQPOEVJ,2018,2,13,FA0025908,GREENLEAF GOURMET CHOPSHOP,90067,90,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0014104,GREENLEAF 2 CPE LLC
DALQTXIUM,2018,3,7,FA0159920,7 24 MINI MARKET,90061,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0124911,PATRICK MOSES KENNEH
DALQUI42P,2016,8,4,FA0178733,"PESCADERIA PUERTO EL TRIUNFO, INC.",90058,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0184416,PESCADERIA PUERTO EL TRIUNFO
DALQV8VE4,2016,12,15,FA0241438,JAMBA JUICE #399,90025,94,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0208261,BREA JUICE COMPANY LLC
DALQZI3CB,2016,10,19,FA0003782,ANGELICA'S MARKET,90011,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0004323,"BELLO, ESTHER"
DALQZQXRC,2017,7,13,FA0014761,CHINA BOWL RESTAURANT,90011,92,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0034973,TANG WELLEY TEG
DALQZU1IJ,2016,11,30,FA0043705,CENTRAL FISH MARKET,90011,92,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0002688,ANDRADE ERNESTO
DALR3XMK0,2017,5,10,FA0009851,COMPTON MARKET & LIQUOR,90011,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0007759,"CHOI, EUH HI"
DALR7WM8F,2016,8,1,FA0005152,ADVANCE FOOD MARKET,90016,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",HIGH RISK,OW0033148,SK MARKET INC
DALR9J4FZ,2018,2,20,FA0222353,HONEYBOBA,90025,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",MODERATE RISK,OW0227207,GORILLA TEA HOUSE INC.
DALRBRCAQ,2016,6,21,FA0170162,EL SIMON 98 CENTS STORE,90026,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0177998,FRANCISCO JUAN SEBASTIAN
DALRCEGSS,2016,9,23,FA0059730,CHINESE FOOD BOWL,90015,93,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0011137,"ENG, YORK TUN"
DALRHGG1N,2017,12,19,FA0138230,NORTHGATE MARKET #41,90230,85,B,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0026268,NORTHGATE GONZALEZ LLC
DALRHWLOC,2017,8,21,FA0042941,PAMORE PIZZA,90016,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0018649,K-E PIZZA INC.
DALRIHXAP,2017,7,6,FA0026891,OFFICE DEPOT # 879,90028,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"1-1,999 SF",LOW RISK,OW0026571,OFFICE DEPOT INC.
DALRIQVOE,2016,8,2,FA0028567,HONEY BEES HOUSE OF BREAKFAST,90016,92,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0015376,"HERNANDEZ, MANUEL ERNESTO"
